Lat,Lng, WindSpd_201407030600
49.2,-112.8,6.998
48.4,-112.8,3.928451612903222
48.8,-112.8,4.747593220338983
47.2,-112.8,3.0163333333333293
47.6,-112.8,2.0920634920634913
48.0,-112.8,4.347766666666666
46.4,-112.8,3.597770491803276
46.8,-112.8,3.6678360655737685
45.2,-112.8,2.6099672131147527
45.6,-112.8,2.1039032258064516
46.0,-112.8,2.5992580645161265
44.4,-112.8,3.341650793650791
44.8,-112.8,4.934870967741935
43.2,-112.8,3.5085573770491765
43.6,-112.8,4.560285714285712
44.0,-112.8,4.733174603174602
42.4,-112.8,2.678380952380951
42.8,-112.8,3.088730158730156
41.2,-112.8,5.602709677419347
41.6,-112.8,4.143746031746027
42.0,-112.8,3.508253968253965
40.4,-112.8,8.016253968253968
40.8,-112.8,5.813375
39.2,-112.8,8.414317460317465
39.6,-112.8,7.651031249999999
40.0,-112.8,9.700984126984133
38.4,-112.8,9.80453125
38.8,-112.8,10.09009375
37.2,-112.8,4.431374999999999
37.6,-112.8,4.925476923076922
38.0,-112.8,6.427142857142861
36.4,-112.8,3.3137499999999993
36.8,-112.8,2.5787187499999984
36.0,-112.8,1.7921249999999995
35.6,-112.8,3.0343749999999963
35.2,-112.8,3.7449687499999964
34.8,-112.8,3.8347575757575743
34.4,-112.8,1.5252923076923086
34.0,-112.8,2.496656250000002
33.6,-112.8,5.368030769230765
33.2,-112.8,6.1019374999999965
32.8,-112.8,7.07163636363636
32.4,-112.8,6.659272727272729
32.0,-112.8,6.273118644067799
30.4,-112.8,1.8385416666666667
30.0,-112.8,3.697098039215687
29.2,-112.8,6.643455882352937
29.6,-112.8,5.965059701492536
28.4,-112.8,5.784672413793106
28.8,-112.8,6.420485294117645
27.6,-112.8,1.9116666666666668
28.0,-112.8,4.837428571428571
26.4,-112.8,1.8169387755102053
25.6,-112.8,3.9777971014492732
25.2,-112.8,3.918623188405793
26.0,-112.8,3.220115942028984
24.8,-112.8,2.618799999999999
24.4,-112.8,1.282985714285715
24.0,-112.8,1.613471428571428
23.6,-112.8,2.992507042253519
23.2,-112.8,4.584671428571428
48.4,-95.6,4.315999999999997
48.8,-95.6,4.762399999999998
22.4,-112.8,6.52698591549296
22.8,-112.8,5.87543661971831
47.2,-95.6,4.081999999999995
47.6,-95.6,4.081999999999995
48.0,-95.6,4.227799999999997
22.0,-112.8,7.118450704225346
21.6,-112.8,7.764098039215688
46.4,-95.6,4.081999999999995
46.8,-95.6,4.081999999999995
45.2,-95.6,4.026476190476186
45.6,-95.6,4.104228571428568
46.0,-95.6,4.081999999999995
44.4,-95.6,3.337942857142854
44.8,-95.6,4.063492063492059
43.2,-95.6,2.749371428571426
43.6,-95.6,1.9748571428571435
44.0,-95.6,1.7588571428571442
42.4,-95.6,2.9560952380952354
42.8,-95.6,2.8265079365079337
41.2,-95.6,1.4965714285714296
41.6,-95.6,2.4222857142857133
