Lat,Lng, WindSpd_201407040000
49.2,-112.8,8.942
48.4,-112.8,8.01703225806453
48.8,-112.8,8.019423728813571
47.2,-112.8,6.414799999999999
47.6,-112.8,6.380857142857144
48.0,-112.8,7.7756
46.4,-112.8,3.766655737704915
46.8,-112.8,4.846852459016393
45.2,-112.8,4.524983606557374
45.6,-112.8,6.370903225806447
46.0,-112.8,4.746741935483868
44.4,-112.8,4.187079365079366
44.8,-112.8,4.878419354838709
43.2,-112.8,8.527672131147538
43.6,-112.8,8.710571428571441
44.0,-112.8,3.758222222222218
42.4,-112.8,2.1445714285714286
42.8,-112.8,3.2552698412698406
41.2,-112.8,7.32722580645161
41.6,-112.8,7.676857142857151
42.0,-112.8,5.020253968253967
40.4,-112.8,10.024920634920635
40.8,-112.8,7.3625000000000025
39.2,-112.8,14.643999999999986
39.6,-112.8,14.436437499999988
40.0,-112.8,12.823428571428583
38.4,-112.8,14.816078124999995
38.8,-112.8,14.7401875
37.2,-112.8,13.904874999999986
37.6,-112.8,14.295076923076916
38.0,-112.8,13.347999999999994
36.4,-112.8,12.8569375
36.8,-112.8,12.349687500000003
36.0,-112.8,12.173500000000002
35.6,-112.8,12.765812500000006
35.2,-112.8,12.355750000000006
34.8,-112.8,12.346545454545465
34.4,-112.8,12.620246153846153
34.0,-112.8,11.177312500000005
33.6,-112.8,9.555107692307686
33.2,-112.8,8.972375000000005
32.8,-112.8,9.339636363636364
32.4,-112.8,10.670727272727271
32.0,-112.8,11.145966101694919
30.4,-112.8,2.907666666666667
30.0,-112.8,4.9168431372549035
29.2,-112.8,6.080279411764703
29.6,-112.8,6.336388059701491
28.4,-112.8,3.8039310344827593
28.8,-112.8,4.813897058823531
27.6,-112.8,1.4255000000000002
28.0,-112.8,3.182428571428572
26.4,-112.8,4.4231428571428575
25.6,-112.8,7.693840579710158
25.2,-112.8,6.454202898550722
26.0,-112.8,7.696623188405802
24.8,-112.8,4.979042857142857
24.4,-112.8,3.4767428571428556
24.0,-112.8,2.4188142857142854
23.6,-112.8,2.7352253521126735
