Lat,Lng, WindSpd_201407030300
49.2,-112.8,7.646
48.4,-112.8,5.4772903225806475
48.8,-112.8,6.9156271186440685
47.2,-112.8,3.045466666666664
47.6,-112.8,2.5270793650793637
48.0,-112.8,4.393133333333333
46.4,-112.8,4.7289508196721295
46.8,-112.8,4.652524590163934
45.2,-112.8,4.314754098360654
45.6,-112.8,2.2982258064516117
46.0,-112.8,3.52722580645161
44.4,-112.8,6.859142857142856
44.8,-112.8,5.869225806451614
43.2,-112.8,4.9265245901639325
43.6,-112.8,4.606571428571424
44.0,-112.8,6.2882857142857125
42.4,-112.8,5.254571428571424
42.8,-112.8,4.359714285714282
41.2,-112.8,5.900580645161285
41.6,-112.8,5.470571428571431
42.0,-112.8,5.887142857142848
40.4,-112.8,4.008095238095238
40.8,-112.8,7.104312500000005
39.2,-112.8,6.242000000000001
39.6,-112.8,5.9804375000000025
40.0,-112.8,5.3625714285714245
38.4,-112.8,12.267687500000006
38.8,-112.8,9.485593750000007
37.2,-112.8,12.170468750000007
37.6,-112.8,9.237969230769233
38.0,-112.8,11.209714285714288
36.4,-112.8,5.8195000000000014
36.8,-112.8,6.657812500000002
36.0,-112.8,4.902187499999998
35.6,-112.8,5.901468749999998
35.2,-112.8,6.830937500000004
34.8,-112.8,6.629818181818184
34.4,-112.8,6.070861538461543
34.0,-112.8,6.618312500000003
33.6,-112.8,7.880276923076932
33.2,-112.8,8.571406250000013
32.8,-112.8,9.000909090909097
32.4,-112.8,6.909636363636367
32.0,-112.8,5.7624067796610206
30.4,-112.8,1.7655833333333335
30.0,-112.8,2.866254901960784
29.2,-112.8,3.536161764705881
29.6,-112.8,3.597567164179104
28.4,-112.8,2.637655172413792
28.8,-112.8,2.864426470588234
27.6,-112.8,0.9393333333333332
28.0,-112.8,2.3049142857142857
26.4,-112.8,4.839714285714287
25.6,-112.8,7.947391304347833
25.2,-112.8,6.0991884057971
26.0,-112.8,8.45726086956522
24.8,-112.8,4.24312857142857
24.4,-112.8,3.0714142857142854
24.0,-112.8,3.401814285714285
23.6,-112.8,4.462605633802815
