Lat,Lng, WindSpd_201407020600
49.2,-112.8,6.3500000000000005
48.4,-112.8,3.6808709677419333
48.8,-112.8,5.1331186440678
47.2,-112.8,4.095099999999997
47.6,-112.8,2.527079365079364
48.0,-112.8,4.833833333333332
46.4,-112.8,6.185344262295084
46.8,-112.8,5.700950819672128
45.2,-112.8,3.400229508196718
45.6,-112.8,2.824999999999999
46.0,-112.8,5.069709677419353
44.4,-112.8,2.286444444444443
44.8,-112.8,3.4206451612903197
43.2,-112.8,5.500163934426232
43.6,-112.8,5.455142857142854
44.0,-112.8,4.248730158730158
42.4,-112.8,2.379079365079365
42.8,-112.8,3.520634920634918
41.2,-112.8,2.9128387096774166
41.6,-112.8,3.6223809523809485
42.0,-112.8,3.443460317460314
40.4,-112.8,4.279523809523807
40.8,-112.8,3.559749999999997
39.2,-112.8,4.08215873015873
39.6,-112.8,4.643999999999999
40.0,-112.8,4.831873015873013
38.4,-112.8,4.233906249999998
38.8,-112.8,4.455687499999999
37.2,-112.8,5.995625
37.6,-112.8,4.255538461538459
38.0,-112.8,3.5175238095238064
36.4,-112.8,4.3281562499999975
36.8,-112.8,4.224874999999999
36.0,-112.8,2.660812499999997
35.6,-112.8,2.019937500000001
35.2,-112.8,2.636499999999996
34.8,-112.8,3.130878787878785
34.4,-112.8,1.1364923076923084
34.0,-112.8,3.635687499999996
33.6,-112.8,6.83350769230769
33.2,-112.8,7.979093750000005
32.8,-112.8,7.528181818181814
32.4,-112.8,7.322000000000004
32.0,-112.8,6.404915254237292
30.4,-112.8,3.0372083333333335
30.0,-112.8,4.558588235294117
29.2,-112.8,5.8430294117647055
29.6,-112.8,5.875059701492536
28.4,-112.8,4.568051724137933
28.8,-112.8,5.277073529411768
27.6,-112.8,1.4255000000000002
28.0,-112.8,3.8321428571428573
26.4,-112.8,1.9517551020408175
25.6,-112.8,4.23978260869565
25.2,-112.8,3.437043478260868
26.0,-112.8,3.7468840579710148
24.8,-112.8,2.1244714285714297
24.4,-112.8,2.016171428571429
24.0,-112.8,3.5545428571428563
23.6,-112.8,5.661830985915488
23.2,-112.8,7.589414285714286
48.4,-95.6,8.798000000000009
48.8,-95.6,8.196800000000009
22.4,-112.8,10.225943661971826
22.8,-112.8,9.215661971830988
47.2,-95.6,8.812400000000007
47.6,-95.6,8.276000000000012
48.0,-95.6,8.715200000000005
22.0,-112.8,11.058112676056345
21.6,-112.8,11.079999999999998
46.4,-95.6,8.942000000000005
46.8,-95.6,8.942000000000005
45.2,-95.6,9.91399999999999
45.6,-95.6,9.900114285714276
46.0,-95.6,9.651714285714283
44.4,-95.6,10.122199999999996
44.8,-95.6,9.91399999999999
43.2,-95.6,9.686257142857135
43.6,-95.6,10.20082539682539
44.0,-95.6,10.296444444444443
42.4,-95.6,6.473428571428576
42.8,-95.6,7.214000000000005
41.2,-95.6,8.355714285714292
41.6,-95.6,9.790539682539677
42.0,-95.6,9.38942857142857
40.4,-95.6,7.260285714285714
40.8,-95.6,7.87280000000001
39.2,-95.6,6.193062500000004
39.6,-95.6,6.843714285714279
40.0,-95.6,7.538000000000006
38.4,-95.6,6.596857142857138
38.8,-95.6,6.488857142857145
37.2,-95.6,4.044984126984122
37.6,-95.6,4.942920634920638
38.0,-95.6,6.19571428571429
36.8,-95.6,3.341682539682536
36.4,-95.6,3.6470793650793616
36.0,-95.6,3.37869841269841
35.6,-95.6,4.976857142857143
35.2,-95.6,5.3664285714285755
34.8,-95.6,3.826031746031743
34.4,-95.6,2.8542857142857114
34.0,-95.6,2.1599999999999997
33.6,-95.6,1.7742857142857145
33.2,-95.6,2.375999999999998
32.8,-95.6,4.2271111111111095
32.4,-95.6,5.136372881355931
32.0,-95.6,5.329399999999997
31.6,-95.6,5.290057142857141
31.2,-95.6,4.689499999999995
30.8,-95.6,4.999999999999994
30.4,-95.6,3.984861111111106
29.2,-95.6,2.3084999999999973
29.6,-95.6,2.713499999999998
30.0,-95.6,3.0253124999999974
28.4,-95.6,11.860687500000012
28.8,-95.6,6.803611111111109
27.2,-95.6,14.800513888888885
27.6,-95.6,14.541374999999997
28.0,-95.6,13.739499999999992
26.4,-95.6,14.979772727272715
26.8,-95.6,15.07344285714285
26.0,-95.6,14.965291666666653
25.6,-95.6,14.692499999999988
25.2,-95.6,14.041847222222211
24.8,-95.6,14.11131249999999
24.4,-95.6,14.090430555555546
23.6,-95.6,13.936555555555545
23.2,-95.6,13.995999999999988
24.0,-95.6,13.995999999999988
22.8,-95.6,13.995999999999988
43.2,-78.4,8.738193548387104
43.6,-78.4,9.2241935483871
44.0,-78.4,7.100315789473685
42.4,-78.4,8.22301587301588
42.8,-78.4,9.36898360655738
41.2,-78.4,2.574193548387094
41.6,-78.4,3.2645079365079344
42.0,-78.4,6.198793650793651
40.4,-78.4,3.3046666666666633
40.8,-78.4,3.006838709677415
39.2,-78.4,4.482999999999998
39.6,-78.4,3.258380952380949
40.0,-78.4,3.1380952380952354
38.4,-78.4,5.099562499999998
38.8,-78.4,4.871781249999999
37.2,-78.4,2.6729374999999966
37.6,-78.4,2.8187187499999977
38.0,-78.4,3.4564062499999992
36.4,-78.4,3.918031249999996
36.8,-78.4,3.05950769230769
36.0,-78.4,4.081999999999995
35.6,-78.4,4.081999999999995
35.2,-78.4,3.9759999999999955
34.8,-78.4,3.762215384615383
34.4,-78.4,4.299969696969693
34.0,-78.4,5.622246153846151
33.6,-78.4,9.088507692307699
33.2,-78.4,9.507439393939391
32.8,-78.4,9.71655384615384
32.4,-78.4,10.664399999999997
32.0,-78.4,12.324123076923085
31.6,-78.4,13.586560606060601
31.2,-78.4,15.330253731343277
30.8,-78.4,18.03066666666667
30.4,-78.4,21.054492537313436
30.0,-78.4,23.53204477611938
29.2,-78.4,27.12071641791045
29.6,-78.4,25.586477611940303
28.4,-78.4,27.48044776119403
28.8,-78.4,27.967835820895512
27.2,-78.4,22.728661764705897
27.6,-78.4,25.207308823529416
28.0,-78.4,26.349432835820892
26.4,-78.4,16.643792452830198
26.8,-78.4,18.591476190476197
25.6,-78.4,17.078071428571423
25.2,-78.4,12.51587096774194
26.0,-78.4,18.582159420289848
24.8,-78.4,8.922250000000002
24.4,-78.4,9.095583333333334
24.0,-78.4,11.57145714285715
23.2,-78.4,13.100591549295773
23.6,-78.4,13.043126760563378
22.8,-78.4,11.83055172413793
48.4,-127.6,9.695734693877547
47.2,-127.6,9.91399999999999
