Lat,Lng, WindSpd_201407020000
49.2,-112.8,6.998
48.4,-112.8,6.135741935483874
48.8,-112.8,6.339016949152541
47.2,-112.8,6.333800000000003
47.6,-112.8,4.196349206349205
48.0,-112.8,5.948299999999998
46.4,-112.8,5.908098360655737
46.8,-112.8,6.274590163934424
45.2,-112.8,5.990983606557375
45.6,-112.8,5.107354838709678
46.0,-112.8,5.724999999999998
44.4,-112.8,4.881301587301587
44.8,-112.8,4.549258064516129
43.2,-112.8,5.149606557377051
43.6,-112.8,5.532285714285715
44.0,-112.8,6.211142857142857
42.4,-112.8,3.8691746031745993
42.8,-112.8,4.375142857142855
41.2,-112.8,2.9597741935483834
41.6,-112.8,2.6382539682539665
42.0,-112.8,3.90622222222222
40.4,-112.8,6.890000000000005
40.8,-112.8,6.366218749999997
39.2,-112.8,7.1214285714285674
39.6,-112.8,6.223437500000001
40.0,-112.8,6.4425714285714255
38.4,-112.8,9.063499999999998
38.8,-112.8,8.714187500000012
37.2,-112.8,10.12946875
37.6,-112.8,8.864184615384612
38.0,-112.8,8.139714285714291
36.4,-112.8,8.364875000000001
36.8,-112.8,9.37028125
36.0,-112.8,8.57750000000001
35.6,-112.8,9.898718749999997
35.2,-112.8,10.916093750000005
34.8,-112.8,11.41584848484849
34.4,-112.8,12.022092307692315
34.0,-112.8,10.855375000000002
33.6,-112.8,10.631538461538458
33.2,-112.8,11.116468750000012
32.8,-112.8,10.868000000000004
32.4,-112.8,8.900666666666675
32.0,-112.8,8.167694915254248
30.4,-112.8,2.802375
30.0,-112.8,4.474705882352939
29.2,-112.8,5.622941176470591
29.6,-112.8,5.799597014925373
28.4,-112.8,3.8039310344827593
28.8,-112.8,4.668073529411763
27.6,-112.8,1.393
28.0,-112.8,3.1602000000000006
26.4,-112.8,4.347775510204083
25.6,-112.8,6.961289855072464
25.2,-112.8,5.200521739130437
26.0,-112.8,7.586724637681165
24.8,-112.8,3.895999999999998
24.4,-112.8,3.832157142857141
24.0,-112.8,4.509671428571427
23.6,-112.8,5.675521126760556
23.2,-112.8,7.10342857142857
48.4,-95.6,14.481999999999992
48.8,-95.6,14.028399999999987
22.4,-112.8,10.406619718309857
22.8,-112.8,8.711859154929584
47.2,-95.6,13.995999999999988
47.6,-95.6,13.99599999999999
48.0,-95.6,14.255199999999986
22.0,-112.8,11.73980281690142
21.6,-112.8,12.40260784313726
46.4,-95.6,13.995999999999988
46.8,-95.6,13.99599999999999
45.2,-95.6,15.662285714285723
45.6,-95.6,15.46788571428572
46.0,-95.6,14.582285714285705
